A = 0000, B = 0000, Cin = 0, Cout = 0, S = 0000
A = eea6, B = 7290, Cin = 0, Cout = 1, S = 6136
A = eea6, B = eea6, Cin = 0, Cout = 1, S = dd4c
A = eea6, B = 433d, Cin = 0, Cout = 1, S = 31e3
A = eea6, B = c25e, Cin = 0, Cout = 1, S = b104
A = eea6, B = db5b, Cin = 0, Cout = 1, S = ca01
A = eea6, B = a379, Cin = 0, Cout = 1, S = 921f
A = eea6, B = 9d09, Cin = 0, Cout = 1, S = 8baf
A = eea6, B = 746c, Cin = 0, Cout = 1, S = 6312
A = eea6, B = f884, Cin = 0, Cout = 1, S = e72a
A = eea6, B = 860a, Cin = 0, Cout = 1, S = 74b0
A = eea6, B = 9363, Cin = 0, Cout = 1, S = 8209
A = eea6, B = 8712, Cin = 0, Cout = 1, S = 75b8
A = eea6, B = 62f7, Cin = 0, Cout = 1, S = 519d
A = eea6, B = 3278, Cin = 0, Cout = 1, S = 211e
A = 433d, B = 0000, Cin = 0, Cout = 0, S = 433d
A = 433d, B = 0001, Cin = 0, Cout = 0, S = 433e
A = 433d, B = 1111, Cin = 0, Cout = 0, S = 544e
A = 433d, B = aaaa, Cin = 0, Cout = 0, S = ede7
A = 433d, B = 5555, Cin = 0, Cout = 0, S = 9892
A = 433d, B = ffff, Cin = 0, Cout = 1, S = 433c
A = 433d, B = ff00, Cin = 0, Cout = 1, S = 423d
A = 433d, B = 00ff, Cin = 0, Cout = 0, S = 443c
A = 433d, B = 7fff, Cin = 0, Cout = 0, S = c33c
A = 433d, B = 8000, Cin = 0, Cout = 0, S = c33d
A = 433d, B = f9e8, Cin = 0, Cout = 1, S = 3d25
A = 433d, B = c91b, Cin = 0, Cout = 1, S = 0c58
A = 433d, B = fa50, Cin = 0, Cout = 1, S = 3d8d
A = 433d, B = 92a3, Cin = 0, Cout = 0, S = d5e0
A = 433d, B = b84e, Cin = 0, Cout = 0, S = fb8b
A = 433d, B = 7da2, Cin = 0, Cout = 0, S = c0df
A = 433d, B = 05a5, Cin = 0, Cout = 0, S = 48e2
A = 433d, B = 6ea1, Cin = 0, Cout = 0, S = b1de
A = 433d, B = 6740, Cin = 0, Cout = 0, S = aa7d
A = 433d, B = aa06, Cin = 0, Cout = 0, S = ed43
A = 433d, B = 7707, Cin = 0, Cout = 0, S = ba44
A = 433d, B = 661e, Cin = 0, Cout = 0, S = a95b
A = 433d, B = aa27, Cin = 0, Cout = 0, S = ed64
A = 433d, B = 9475, Cin = 0, Cout = 0, S = d7b2
A = 433d, B = 3cb2, Cin = 0, Cout = 0, S = 7fef
A = 433d, B = 5b5d, Cin = 0, Cout = 0, S = 9e9a
A = 433d, B = 2875, Cin = 0, Cout = 0, S = 6bb2
A = 433d, B = ab6b, Cin = 0, Cout = 0, S = eea8
A = 433d, B = 1bcd, Cin = 0, Cout = 0, S = 5f0a
A = 433d, B = 8f61, Cin = 0, Cout = 0, S = d29e
A = 433d, B = ef5c, Cin = 0, Cout = 1, S = 3299
A = 433d, B = e08c, Cin = 0, Cout = 1, S = 23c9
A = 433d, B = be66, Cin = 0, Cout = 1, S = 01a3
A = 433d, B = a2ce, Cin = 0, Cout = 0, S = e60b
A = 433d, B = 71b2, Cin = 0, Cout = 0, S = b4ef
A = 433d, B = a50d, Cin = 0, Cout = 0, S = e84a
A = 433d, B = 6c3f, Cin = 0, Cout = 0, S = af7c
A = 433d, B = 5b04, Cin = 0, Cout = 0, S = 9e41
A = 433d, B = d88a, Cin = 0, Cout = 1, S = 1bc7
A = 433d, B = 1321, Cin = 0, Cout = 0, S = 565e
A = 433d, B = 5183, Cin = 0, Cout = 0, S = 94c0
A = 433d, B = 90a4, Cin = 0, Cout = 0, S = d3e1
A = 433d, B = e310, Cin = 0, Cout = 1, S = 264d
A = 433d, B = 3e8c, Cin = 0, Cout = 0, S = 81c9
A = 433d, B = 5ce3, Cin = 0, Cout = 0, S = a020
A = 433d, B = 1d12, Cin = 0, Cout = 0, S = 604f
A = 433d, B = 869d, Cin = 0, Cout = 0, S = c9da
A = 433d, B = 4cad, Cin = 0, Cout = 0, S = 8fea
A = 433d, B = 7940, Cin = 0, Cout = 0, S = bc7d
A = 433d, B = 0b63, Cin = 0, Cout = 0, S = 4ea0
A = 433d, B = d71b, Cin = 0, Cout = 1, S = 1a58
A = 433d, B = 654c, Cin = 0, Cout = 0, S = a889
A = 433d, B = 8c4a, Cin = 0, Cout = 0, S = cf87
A = 433d, B = 60c5, Cin = 0, Cout = 0, S = a402
A = 433d, B = 0de9, Cin = 0, Cout = 0, S = 5126
A = 433d, B = 3472, Cin = 0, Cout = 0, S = 77af
A = 433d, B = 6930, Cin = 0, Cout = 0, S = ac6d
A = 433d, B = 84f7, Cin = 0, Cout = 0, S = c834
A = 433d, B = 363d, Cin = 0, Cout = 0, S = 797a
A = 433d, B = 62e7, Cin = 0, Cout = 0, S = a624
A = 433d, B = 0c50, Cin = 0, Cout = 0, S = 4f8d
A = 433d, B = b32c, Cin = 0, Cout = 0, S = f669
A = 433d, B = 22da, Cin = 0, Cout = 0, S = 6617
A = 433d, B = 27f2, Cin = 0, Cout = 0, S = 6b2f
A = 433d, B = 95af, Cin = 0, Cout = 0, S = d8ec
A = 433d, B = c86f, Cin = 0, Cout = 1, S = 0bac
A = 433d, B = 24bd, Cin = 0, Cout = 0, S = 67fa
A = 433d, B = 3eed, Cin = 0, Cout = 0, S = 822a
A = 433d, B = 68bd, Cin = 0, Cout = 0, S = abfa
A = 433d, B = 85ce, Cin = 0, Cout = 0, S = c90b
A = 433d, B = 9c7e, Cin = 0, Cout = 0, S = dfbb
A = 433d, B = db66, Cin = 0, Cout = 1, S = 1ea3
A = 433d, B = a641, Cin = 0, Cout = 0, S = e97e
A = 433d, B = 75a8, Cin = 0, Cout = 0, S = b8e5
A = 433d, B = d548, Cin = 0, Cout = 1, S = 1885
A = 433d, B = 31f9, Cin = 0, Cout = 0, S = 7536
A = 433d, B = a33c, Cin = 0, Cout = 0, S = e679
A = 433d, B = 0421, Cin = 0, Cout = 0, S = 475e
A = 433d, B = c0c2, Cin = 0, Cout = 1, S = 03ff
A = 433d, B = f89a, Cin = 0, Cout = 1, S = 3bd7
A = 433d, B = 173e, Cin = 0, Cout = 0, S = 5a7b
A = 433d, B = 4a0b, Cin = 0, Cout = 0, S = 8d48
A = 433d, B = cdf5, Cin = 0, Cout = 1, S = 1132
A = 433d, B = 415a, Cin = 0, Cout = 0, S = 8497
A = 433d, B = 9bbe, Cin = 0, Cout = 0, S = defb
A = 433d, B = d3ad, Cin = 0, Cout = 1, S = 16ea
A = 433d, B = 7290, Cin = 0, Cout = 0, S = b5cd
A = 433d, B = eea6, Cin = 0, Cout = 1, S = 31e3
A = 433d, B = 433d, Cin = 0, Cout = 0, S = 867a
A = 433d, B = c25e, Cin = 0, Cout = 1, S = 059b
A = 433d, B = db5b, Cin = 0, Cout = 1, S = 1e98
A = 433d, B = a379, Cin = 0, Cout = 0, S = e6b6
A = 433d, B = 9d09, Cin = 0, Cout = 0, S = e046
A = 433d, B = 746c, Cin = 0, Cout = 0, S = b7a9
A = 433d, B = f884, Cin = 0, Cout = 1, S = 3bc1
A = 433d, B = 860a, Cin = 0, Cout = 0, S = c947
A = 433d, B = 9363, Cin = 0, Cout = 0, S = d6a0
A = 433d, B = 8712, Cin = 0, Cout = 0, S = ca4f
A = 433d, B = 62f7, Cin = 0, Cout = 0, S = a634
A = 433d, B = 3278, Cin = 0, Cout = 0, S = 75b5
A = c25e, B = 0000, Cin = 0, Cout = 0, S = c25e
A = c25e, B = 0001, Cin = 0, Cout = 0, S = c25f
A = c25e, B = 1111, Cin = 0, Cout = 0, S = d36f
A = c25e, B = aaaa, Cin = 0, Cout = 1, S = 6d08
A = c25e, B = 5555, Cin = 0, Cout = 1, S = 17b3
A = c25e, B = ffff, Cin = 0, Cout = 1, S = c25d
A = c25e, B = ff00, Cin = 0, Cout = 1, S = c15e
A = c25e, B = 00ff, Cin = 0, Cout = 0, S = c35d
A = c25e, B = 7fff, Cin = 0, Cout = 1, S = 425d
A = c25e, B = 8000, Cin = 0, Cout = 1, S = 425e
A = c25e, B = f9e8, Cin = 0, Cout = 1, S = bc46
A = c25e, B = c91b, Cin = 0, Cout = 1, S = 8b79
A = c25e, B = fa50, Cin = 0, Cout = 1, S = bcae
A = c25e, B = 92a3, Cin = 0, Cout = 1, S = 5501
A = c25e, B = b84e, Cin = 0, Cout = 1, S = 7aac
A = c25e, B = 7da2, Cin = 0, Cout = 1, S = 4000
A = c25e, B = 05a5, Cin = 0, Cout = 0, S = c803
A = c25e, B = 6ea1, Cin = 0, Cout = 1, S = 30ff
A = c25e, B = 6740, Cin = 0, Cout = 1, S = 299e
A = c25e, B = aa06, Cin = 0, Cout = 1, S = 6c64
A = c25e, B = 7707, Cin = 0, Cout = 1, S = 3965
A = c25e, B = 661e, Cin = 0, Cout = 1, S = 287c
A = c25e, B = aa27, Cin = 0, Cout = 1, S = 6c85
A = c25e, B = 9475, Cin = 0, Cout = 1, S = 56d3
A = c25e, B = 3cb2, Cin = 0, Cout = 0, S = ff10
A = c25e, B = 5b5d, Cin = 0, Cout = 1, S = 1dbb
A = c25e, B = 2875, Cin = 0, Cout = 0, S = ead3
A = c25e, B = ab6b, Cin = 0, Cout = 1, S = 6dc9
A = c25e, B = 1bcd, Cin = 0, Cout = 0, S = de2b
A = c25e, B = 8f61, Cin = 0, Cout = 1, S = 51bf
A = c25e, B = ef5c, Cin = 0, Cout = 1, S = b1ba
A = c25e, B = e08c, Cin = 0, Cout = 1, S = a2ea
A = c25e, B = be66, Cin = 0, Cout = 1, S = 80c4
A = c25e, B = a2ce, Cin = 0, Cout = 1, S = 652c
A = c25e, B = 71b2, Cin = 0, Cout = 1, S = 3410
A = c25e, B = a50d, Cin = 0, Cout = 1, S = 676b
A = c25e, B = 6c3f, Cin = 0, Cout = 1, S = 2e9d
A = c25e, B = 5b04, Cin = 0, Cout = 1, S = 1d62
A = c25e, B = d88a, Cin = 0, Cout = 1, S = 9ae8
A = c25e, B = 1321, Cin = 0, Cout = 0, S = d57f
A = c25e, B = 5183, Cin = 0, Cout = 1, S = 13e1
A = c25e, B = 90a4, Cin = 0, Cout = 1, S = 5302
A = c25e, B = e310, Cin = 0, Cout = 1, S = a56e
A = c25e, B = 3e8c, Cin = 0, Cout = 1, S = 00ea
A = c25e, B = 5ce3, Cin = 0, Cout = 1, S = 1f41
A = c25e, B = 1d12, Cin = 0, Cout = 0, S = df70
A = c25e, B = 869d, Cin = 0, Cout = 1, S = 48fb
A = c25e, B = 4cad, Cin = 0, Cout = 1, S = 0f0b
A = c25e, B = 7940, Cin = 0, Cout = 1, S = 3b9e
A = c25e, B = 0b63, Cin = 0, Cout = 0, S = cdc1
A = c25e, B = d71b, Cin = 0, Cout = 1, S = 9979
A = c25e, B = 654c, Cin = 0, Cout = 1, S = 27aa
A = c25e, B = 8c4a, Cin = 0, Cout = 1, S = 4ea8
A = c25e, B = 60c5, Cin = 0, Cout = 1, S = 2323
A = c25e, B = 0de9, Cin = 0, Cout = 0, S = d047
A = c25e, B = 3472, Cin = 0, Cout = 0, S = f6d0
A = c25e, B = 6930, Cin = 0, Cout = 1, S = 2b8e
A = c25e, B = 84f7, Cin = 0, Cout = 1, S = 4755
A = c25e, B = 363d, Cin = 0, Cout = 0, S = f89b
A = c25e, B = 62e7, Cin = 0, Cout = 1, S = 2545
A = c25e, B = 0c50, Cin = 0, Cout = 0, S = ceae
A = c25e, B = b32c, Cin = 0, Cout = 1, S = 758a
A = c25e, B = 22da, Cin = 0, Cout = 0, S = e538
A = c25e, B = 27f2, Cin = 0, Cout = 0, S = ea50
A = c25e, B = 95af, Cin = 0, Cout = 1, S = 580d
A = c25e, B = c86f, Cin = 0, Cout = 1, S = 8acd
A = c25e, B = 24bd, Cin = 0, Cout = 0, S = e71b
A = c25e, B = 3eed, Cin = 0, Cout = 1, S = 014b
A = c25e, B = 68bd, Cin = 0, Cout = 1, S = 2b1b
A = c25e, B = 85ce, Cin = 0, Cout = 1, S = 482c
A = c25e, B = 9c7e, Cin = 0, Cout = 1, S = 5edc
A = c25e, B = db66, Cin = 0, Cout = 1, S = 9dc4
A = c25e, B = a641, Cin = 0, Cout = 1, S = 689f
A = c25e, B = 75a8, Cin = 0, Cout = 1, S = 3806
A = c25e, B = d548, Cin = 0, Cout = 1, S = 97a6
A = c25e, B = 31f9, Cin = 0, Cout = 0, S = f457
A = c25e, B = a33c, Cin = 0, Cout = 1, S = 659a
A = c25e, B = 0421, Cin = 0, Cout = 0, S = c67f
A = c25e, B = c0c2, Cin = 0, Cout = 1, S = 8320
A = c25e, B = f89a, Cin = 0, Cout = 1, S = baf8
A = c25e, B = 173e, Cin = 0, Cout = 0, S = d99c
A = c25e, B = 4a0b, Cin = 0, Cout = 1, S = 0c69
A = c25e, B = cdf5, Cin = 0, Cout = 1, S = 9053
A = c25e, B = 415a, Cin = 0, Cout = 1, S = 03b8
A = c25e, B = 9bbe, Cin = 0, Cout = 1, S = 5e1c
A = c25e, B = d3ad, Cin = 0, Cout = 1, S = 960b
A = c25e, B = 7290, Cin = 0, Cout = 1, S = 34ee
A = c25e, B = eea6, Cin = 0, Cout = 1, S = b104
A = c25e, B = 433d, Cin = 0, Cout = 1, S = 059b
A = c25e, B = c25e, Cin = 0, Cout = 1, S = 84bc
A = c25e, B = db5b, Cin = 0, Cout = 1, S = 9db9
A = c25e, B = a379, Cin = 0, Cout = 1, S = 65d7
A = c25e, B = 9d09, Cin = 0, Cout = 1, S = 5f67
A = c25e, B = 746c, Cin = 0, Cout = 1, S = 36ca
A = c25e, B = f884, Cin = 0, Cout = 1, S = bae2
A = c25e, B = 860a, Cin = 0, Cout = 1, S = 4868
A = c25e, B = 9363, Cin = 0, Cout = 1, S = 55c1
A = c25e, B = 8712, Cin = 0, Cout = 1, S = 4970
A = c25e, B = 62f7, Cin = 0, Cout = 1, S = 2555
A = c25e, B = 3278, Cin = 0, Cout = 0, S = f4d6
A = db5b, B = 0000, Cin = 0, Cout = 0, S = db5b
A = db5b, B = 0001, Cin = 0, Cout = 0, S = db5c
A = db5b, B = 1111, Cin = 0, Cout = 0, S = ec6c
A = db5b, B = aaaa, Cin = 0, Cout = 1, S = 8605
A = db5b, B = 5555, Cin = 0, Cout = 1, S = 30b0
A = db5b, B = ffff, Cin = 0, Cout = 1, S = db5a
A = db5b, B = ff00, Cin = 0, Cout = 1, S = da5b
A = db5b, B = 00ff, Cin = 0, Cout = 0, S = dc5a
A = db5b, B = 7fff, Cin = 0, Cout = 1, S = 5b5a
A = db5b, B = 8000, Cin = 0, Cout = 1, S = 5b5b
A = db5b, B = f9e8, Cin = 0, Cout = 1, S = d543
A = db5b, B = c91b, Cin = 0, Cout = 1, S = a476
A = db5b, B = fa50, Cin = 0, Cout = 1, S = d5ab
A = db5b, B = 92a3, Cin = 0, Cout = 1, S = 6dfe
A = db5b, B = b84e, Cin = 0, Cout = 1, S = 93a9
A = db5b, B = 7da2, Cin = 0, Cout = 1, S = 58fd
A = db5b, B = 05a5, Cin = 0, Cout = 0, S = e100
A = db5b, B = 6ea1, Cin = 0, Cout = 1, S = 49fc
A = db5b, B = 6740, Cin = 0, Cout = 1, S = 429b
A = db5b, B = aa06, Cin = 0, Cout = 1, S = 8561
A = db5b, B = 7707, Cin = 0, Cout = 1, S = 5262
A = db5b, B = 661e, Cin = 0, Cout = 1, S = 4179
A = db5b, B = aa27, Cin = 0, Cout = 1, S = 8582
A = db5b, B = 9475, Cin = 0, Cout = 1, S = 6fd0
A = db5b, B = 3cb2, Cin = 0, Cout = 1, S = 180d
A = db5b, B = 5b5d, Cin = 0, Cout = 1, S = 36b8
A = db5b, B = 2875, Cin = 0, Cout = 1, S = 03d0
A = db5b, B = ab6b, Cin = 0, Cout = 1, S = 86c6
A = db5b, B = 1bcd, Cin = 0, Cout = 0, S = f728
A = db5b, B = 8f61, Cin = 0, Cout = 1, S = 6abc
A = db5b, B = ef5c, Cin = 0, Cout = 1, S = cab7
A = db5b, B = e08c, Cin = 0, Cout = 1, S = bbe7
A = db5b, B = be66, Cin = 0, Cout = 1, S = 99c1
A = db5b, B = a2ce, Cin = 0, Cout = 1, S = 7e29
A = db5b, B = 71b2, Cin = 0, Cout = 1, S = 4d0d
A = db5b, B = a50d, Cin = 0, Cout = 1, S = 8068
A = db5b, B = 6c3f, Cin = 0, Cout = 1, S = 479a
A = db5b, B = 5b04, Cin = 0, Cout = 1, S = 365f
A = db5b, B = d88a, Cin = 0, Cout = 1, S = b3e5
A = db5b, B = 1321, Cin = 0, Cout = 0, S = ee7c
A = db5b, B = 5183, Cin = 0, Cout = 1, S = 2cde
A = db5b, B = 90a4, Cin = 0, Cout = 1, S = 6bff
A = db5b, B = e310, Cin = 0, Cout = 1, S = be6b
A = db5b, B = 3e8c, Cin = 0, Cout = 1, S = 19e7
A = db5b, B = 5ce3, Cin = 0, Cout = 1, S = 383e
A = db5b, B = 1d12, Cin = 0, Cout = 0, S = f86d
A = db5b, B = 869d, Cin = 0, Cout = 1, S = 61f8
A = db5b, B = 4cad, Cin = 0, Cout = 1, S = 2808
A = db5b, B = 7940, Cin = 0, Cout = 1, S = 549b
A = db5b, B = 0b63, Cin = 0, Cout = 0, S = e6be
A = db5b, B = d71b, Cin = 0, Cout = 1, S = b276
A = db5b, B = 654c, Cin = 0, Cout = 1, S = 40a7
A = db5b, B = 8c4a, Cin = 0, Cout = 1, S = 67a5
A = db5b, B = 60c5, Cin = 0, Cout = 1, S = 3c20
A = db5b, B = 0de9, Cin = 0, Cout = 0, S = e944
A = db5b, B = 3472, Cin = 0, Cout = 1, S = 0fcd
A = db5b, B = 6930, Cin = 0, Cout = 1, S = 448b
A = db5b, B = 84f7, Cin = 0, Cout = 1, S = 6052
A = db5b, B = 363d, Cin = 0, Cout = 1, S = 1198
A = db5b, B = 62e7, Cin = 0, Cout = 1, S = 3e42
A = db5b, B = 0c50, Cin = 0, Cout = 0, S = e7ab
A = db5b, B = b32c, Cin = 0, Cout = 1, S = 8e87
A = db5b, B = 22da, Cin = 0, Cout = 0, S = fe35
A = db5b, B = 27f2, Cin = 0, Cout = 1, S = 034d
A = db5b, B = 95af, Cin = 0, Cout = 1, S = 710a
A = db5b, B = c86f, Cin = 0, Cout = 1, S = a3ca
A = db5b, B = 24bd, Cin = 0, Cout = 1, S = 0018
A = db5b, B = 3eed, Cin = 0, Cout = 1, S = 1a48
A = db5b, B = 68bd, Cin = 0, Cout = 1, S = 4418
A = db5b, B = 85ce, Cin = 0, Cout = 1, S = 6129
A = db5b, B = 9c7e, Cin = 0, Cout = 1, S = 77d9
A = db5b, B = db66, Cin = 0, Cout = 1, S = b6c1
A = db5b, B = a641, Cin = 0, Cout = 1, S = 819c
A = db5b, B = 75a8, Cin = 0, Cout = 1, S = 5103
A = db5b, B = d548, Cin = 0, Cout = 1, S = b0a3
A = db5b, B = 31f9, Cin = 0, Cout = 1, S = 0d54
A = db5b, B = a33c, Cin = 0, Cout = 1, S = 7e97
A = db5b, B = 0421, Cin = 0, Cout = 0, S = df7c
A = db5b, B = c0c2, Cin = 0, Cout = 1, S = 9c1d
A = db5b, B = f89a, Cin = 0, Cout = 1, S = d3f5
A = db5b, B = 173e, Cin = 0, Cout = 0, S = f299
A = db5b, B = 4a0b, Cin = 0, Cout = 1, S = 2566
A = db5b, B = cdf5, Cin = 0, Cout = 1, S = a950
A = db5b, B = 415a, Cin = 0, Cout = 1, S = 1cb5
A = db5b, B = 9bbe, Cin = 0, Cout = 1, S = 7719
A = db5b, B = d3ad, Cin = 0, Cout = 1, S = af08
A = db5b, B = 7290, Cin = 0, Cout = 1, S = 4deb
A = db5b, B = eea6, Cin = 0, Cout = 1, S = ca01
A = db5b, B = 433d, Cin = 0, Cout = 1, S = 1e98
A = db5b, B = c25e, Cin = 0, Cout = 1, S = 9db9
A = db5b, B = db5b, Cin = 0, Cout = 1, S = b6b6
A = db5b, B = a379, Cin = 0, Cout = 1, S = 7ed4
A = db5b, B = 9d09, Cin = 0, Cout = 1, S = 7864
A = db5b, B = 746c, Cin = 0, Cout = 1, S = 4fc7
A = db5b, B = f884, Cin = 0, Cout = 1, S = d3df
A = db5b, B = 860a, Cin = 0, Cout = 1, S = 6165
A = db5b, B = 9363, Cin = 0, Cout = 1, S = 6ebe
A = db5b, B = 8712, Cin = 0, Cout = 1, S = 626d
A = db5b, B = 62f7, Cin = 0, Cout = 1, S = 3e52
A = db5b, B = 3278, Cin = 0, Cout = 1, S = 0dd3
A = a379, B = 0000, Cin = 0, Cout = 0, S = a379
A = a379, B = 0001, Cin = 0, Cout = 0, S = a37a
A = a379, B = 1111, Cin = 0, Cout = 0, S = b48a
A = a379, B = aaaa, Cin = 0, Cout = 1, S = 4e23
A = a379, B = 5555, Cin = 0, Cout = 0, S = f8ce
A = a379, B = ffff, Cin = 0, Cout = 1, S = a378
A = a379, B = ff00, Cin = 0, Cout = 1, S = a279
A = a379, B = 00ff, Cin = 0, Cout = 0, S = a478
A = a379, B = 7fff, Cin = 0, Cout = 1, S = 2378
A = a379, B = 8000, Cin = 0, Cout = 1, S = 2379
A = a379, B = f9e8, Cin = 0, Cout = 1, S = 9d61
A = a379, B = c91b, Cin = 0, Cout = 1, S = 6c94
A = a379, B = fa50, Cin = 0, Cout = 1, S = 9dc9
A = a379, B = 92a3, Cin = 0, Cout = 1, S = 361c
A = a379, B = b84e, Cin = 0, Cout = 1, S = 5bc7
A = a379, B = 7da2, Cin = 0, Cout = 1, S = 211b
A = a379, B = 05a5, Cin = 0, Cout = 0, S = a91e
A = a379, B = 6ea1, Cin = 0, Cout = 1, S = 121a
A = a379, B = 6740, Cin = 0, Cout = 1, S = 0ab9
A = a379, B = aa06, Cin = 0, Cout = 1, S = 4d7f
A = a379, B = 7707, Cin = 0, Cout = 1, S = 1a80
A = a379, B = 661e, Cin = 0, Cout = 1, S = 0997
A = a379, B = aa27, Cin = 0, Cout = 1, S = 4da0
A = a379, B = 9475, Cin = 0, Cout = 1, S = 37ee
A = a379, B = 3cb2, Cin = 0, Cout = 0, S = e02b
A = a379, B = 5b5d, Cin = 0, Cout = 0, S = fed6
A = a379, B = 2875, Cin = 0, Cout = 0, S = cbee
A = a379, B = ab6b, Cin = 0, Cout = 1, S = 4ee4
A = a379, B = 1bcd, Cin = 0, Cout = 0, S = bf46
A = a379, B = 8f61, Cin = 0, Cout = 1, S = 32da
A = a379, B = ef5c, Cin = 0, Cout = 1, S = 92d5
A = a379, B = e08c, Cin = 0, Cout = 1, S = 8405
A = a379, B = be66, Cin = 0, Cout = 1, S = 61df
A = a379, B = a2ce, Cin = 0, Cout = 1, S = 4647
A = a379, B = 71b2, Cin = 0, Cout = 1, S = 152b
A = a379, B = a50d, Cin = 0, Cout = 1, S = 4886
A = a379, B = 6c3f, Cin = 0, Cout = 1, S = 0fb8
A = a379, B = 5b04, Cin = 0, Cout = 0, S = fe7d
A = a379, B = d88a, Cin = 0, Cout = 1, S = 7c03
A = a379, B = 1321, Cin = 0, Cout = 0, S = b69a
A = a379, B = 5183, Cin = 0, Cout = 0, S = f4fc
A = a379, B = 90a4, Cin = 0, Cout = 1, S = 341d
A = a379, B = e310, Cin = 0, Cout = 1, S = 8689
A = a379, B = 3e8c, Cin = 0, Cout = 0, S = e205
A = a379, B = 5ce3, Cin = 0, Cout = 1, S = 005c
A = a379, B = 1d12, Cin = 0, Cout = 0, S = c08b
A = a379, B = 869d, Cin = 0, Cout = 1, S = 2a16
A = a379, B = 4cad, Cin = 0, Cout = 0, S = f026
A = a379, B = 7940, Cin = 0, Cout = 1, S = 1cb9
A = a379, B = 0b63, Cin = 0, Cout = 0, S = aedc
A = a379, B = d71b, Cin = 0, Cout = 1, S = 7a94
A = a379, B = 654c, Cin = 0, Cout = 1, S = 08c5
A = a379, B = 8c4a, Cin = 0, Cout = 1, S = 2fc3
A = a379, B = 60c5, Cin = 0, Cout = 1, S = 043e
A = a379, B = 0de9, Cin = 0, Cout = 0, S = b162
A = a379, B = 3472, Cin = 0, Cout = 0, S = d7eb
A = a379, B = 6930, Cin = 0, Cout = 1, S = 0ca9
A = a379, B = 84f7, Cin = 0, Cout = 1, S = 2870
A = a379, B = 363d, Cin = 0, Cout = 0, S = d9b6
A = a379, B = 62e7, Cin = 0, Cout = 1, S = 0660
A = a379, B = 0c50, Cin = 0, Cout = 0, S = afc9
A = a379, B = b32c, Cin = 0, Cout = 1, S = 56a5
A = a379, B = 22da, Cin = 0, Cout = 0, S = c653
A = a379, B = 27f2, Cin = 0, Cout = 0, S = cb6b
A = a379, B = 95af, Cin = 0, Cout = 1, S = 3928
A = a379, B = c86f, Cin = 0, Cout = 1, S = 6be8
A = a379, B = 24bd, Cin = 0, Cout = 0, S = c836
A = a379, B = 3eed, Cin = 0, Cout = 0, S = e266
A = a379, B = 68bd, Cin = 0, Cout = 1, S = 0c36
A = a379, B = 85ce, Cin = 0, Cout = 1, S = 2947
A = a379, B = 9c7e, Cin = 0, Cout = 1, S = 3ff7
A = a379, B = db66, Cin = 0, Cout = 1, S = 7edf
A = a379, B = a641, Cin = 0, Cout = 1, S = 49ba
A = a379, B = 75a8, Cin = 0, Cout = 1, S = 1921
A = a379, B = d548, Cin = 0, Cout = 1, S = 78c1
A = a379, B = 31f9, Cin = 0, Cout = 0, S = d572
A = a379, B = a33c, Cin = 0, Cout = 1, S = 46b5
A = a379, B = 0421, Cin = 0, Cout = 0, S = a79a
A = a379, B = c0c2, Cin = 0, Cout = 1, S = 643b
A = a379, B = f89a, Cin = 0, Cout = 1, S = 9c13
A = a379, B = 173e, Cin = 0, Cout = 0, S = bab7
A = a379, B = 4a0b, Cin = 0, Cout = 0, S = ed84
A = a379, B = cdf5, Cin = 0, Cout = 1, S = 716e
A = a379, B = 415a, Cin = 0, Cout = 0, S = e4d3
A = a379, B = 9bbe, Cin = 0, Cout = 1, S = 3f37
A = a379, B = d3ad, Cin = 0, Cout = 1, S = 7726
A = a379, B = 7290, Cin = 0, Cout = 1, S = 1609
A = a379, B = eea6, Cin = 0, Cout = 1, S = 921f
A = a379, B = 433d, Cin = 0, Cout = 0, S = e6b6
A = a379, B = c25e, Cin = 0, Cout = 1, S = 65d7
A = a379, B = db5b, Cin = 0, Cout = 1, S = 7ed4
A = a379, B = a379, Cin = 0, Cout = 1, S = 46f2
A = a379, B = 9d09, Cin = 0, Cout = 1, S = 4082
A = a379, B = 746c, Cin = 0, Cout = 1, S = 17e5
A = a379, B = f884, Cin = 0, Cout = 1, S = 9bfd
A = a379, B = 860a, Cin = 0, Cout = 1, S = 2983
A = a379, B = 9363, Cin = 0, Cout = 1, S = 36dc
A = a379, B = 8712, Cin = 0, Cout = 1, S = 2a8b
A = a379, B = 62f7, Cin = 0, Cout = 1, S = 0670
A = a379, B = 3278, Cin = 0, Cout = 0, S = d5f1
A = 9d09, B = 0000, Cin = 0, Cout = 0, S = 9d09
A = 9d09, B = 0001, Cin = 0, Cout = 0, S = 9d0a
A = 9d09, B = 1111, Cin = 0, Cout = 0, S = ae1a
A = 9d09, B = aaaa, Cin = 0, Cout = 1, S = 47b3
A = 9d09, B = 5555, Cin = 0, Cout = 0, S = f25e
A = 9d09, B = ffff, Cin = 0, Cout = 1, S = 9d08
A = 9d09, B = ff00, Cin = 0, Cout = 1, S = 9c09
A = 9d09, B = 00ff, Cin = 0, Cout = 0, S = 9e08
A = 9d09, B = 7fff, Cin = 0, Cout = 1, S = 1d08
A = 9d09, B = 8000, Cin = 0, Cout = 1, S = 1d09
A = 9d09, B = f9e8, Cin = 0, Cout = 1, S = 96f1
A = 9d09, B = c91b, Cin = 0, Cout = 1, S = 6624
